source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,bp_rp
427594166464964736,10.890186093725305,0.22288339,61.841391502183725,0.24418078,0.6044941950838167,0.3144253,-2.673926154684749,0.30246782,-3.102352562555728,0.3673066,19.508066,2.6726646
427594166467086336,10.898977679513182,1.1565453,61.83932554802961,1.0306138,-0.8485020087123057,1.4599506,-2.995902050371796,1.7698787,2.653529301059762,2.429917,20.828775,1.9025555
427594166467087488,10.902111876943097,0.6116373,61.83709070790704,0.60274094,0.5849022767194988,0.7641061,-0.8004589514563524,0.8774698,-0.2097399420177528,1.0345685,20.560715,1.9439869
427594166467088768,10.910836451899003,0.43302634,61.83782283865691,0.44858527,0.6223151218340555,0.6060993,-1.8521183716539735,0.62151146,-0.4663924932819415,0.7471519,20.422297,2.168995
427594166468861568,10.89157206702362,6.7683115,61.83510272869149,4.8345447,,,,,,,21.107023,2.620079
427594166470521856,10.88567119551871,0.10428314,61.84553055834231,0.12017341,0.5422961573941867,0.15550047,-1.785097131609245,0.14505307,-0.49681566907300045,0.18038356,18.506224,
427594196529480192,10.90651929922909,0.24386828,61.844967898065136,0.25033578,1.3645260546819344,0.34812677,-4.9287034179042735,0.31204635,-0.01435120611165057,0.3483447,19.69516,2.7182941
427594196529520000,10.89639253387782,0.16095096,61.85353760034178,0.17008704,0.07197760078736898,0.23032616,-2.5289988377195964,0.21453229,0.5891322547939241,0.2487459,19.133886,3.0010815
427594196529527424,10.899332740598904,0.16715859,61.854985510454824,0.17596284,0.9644009595214176,0.23569927,-2.797855096922752,0.22029977,-1.4534825762159365,0.25886896,19.223017,2.5862122
427594196529531136,10.893060260064184,0.27451828,61.855955124658955,0.27643198,0.908975802955533,0.38026035,-1.363281371707784,0.3548218,0.07090519431375672,0.39698118,19.813667,2.4131622
427594196531384448,10.887527614124199,1.1634129,61.859601396091314,1.100818,2.684628737216514,1.6646416,0.09734077393276244,1.7931536,-0.5564332349360633,2.012859,20.917074,1.851696
427594200824685184,10.888214255451079,0.27172446,61.85153199093706,0.28905934,-0.14639653296121852,0.3891487,-1.5240578241560991,0.37388223,-0.941897902671738,0.42887667,19.84399,2.3547287
427594200827585536,10.888098627795687,2.124289,61.855410938069525,1.211622,,,,,,,20.919933,1.8204918
427594230889208960,10.876099314671944,0.12539366,61.84263607069812,0.13922726,0.5966912685536688,0.18268709,-1.2832822184094679,0.17551097,-1.8554797007702435,0.21966998,18.697424,2.3149395
427594230889239296,10.869575493195482,0.2376912,61.849448362994835,0.2568414,0.028802003960422047,0.3539388,8.30765443261404,0.32040498,-1.966912680484442,0.41494527,19.595284,2.2645187
427594230891122304,10.871578959721916,0.35934353,61.8429398953377,0.41584694,1.2986607069627376,0.5222099,-11.47779199458661,0.4905465,7.739840944403364,0.66161376,20.220858,2.2434711
427594235184426368,10.856366172856537,0.2538783,61.84633996297622,0.28761286,0.02392177891321587,0.37011737,0.9098394719030486,0.34728867,-0.5222241528665584,0.4086417,19.872091,2.194891
